ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	label	detailed-label
1526759497.223718	CRIX993nJfvg7HM0Mh	192.168.2.5	57391	121.150.203.237	22	tcp		2.994789	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1545403435.280753	CHDlpV37rTEvrbfmi5	192.168.1.196	39278	59.72.65.19	23	tcp		3.10124	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1547144776.52512	CsIacq17vovrjYalM3	192.168.1.198	24104	14.154.161.224	23	tcp					S0			0	S	1	40	0	0		Benign	
1532524871.037735	CriK9g32U0SpnQmNMj	192.168.100.111	29930	220.97.27.72	19698	udp		0.325057	103.0	289.0	SF			0	Dd	1	131	1	317		Benign	
1533126627.474731	Cb3N9B4ULFoODknGa6	192.168.100.113	123	147.231.100.5	123	udp		0.001748	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1545336802.631497	C9SbHP1GqkxZzjR5e	192.168.1.197	43746	169.117.118.16	8080	tcp					S0			0	S	1	40	0	0		Benign	
1526760613.871489	CydgLT1R5NBDoe9mIg	192.168.2.5	39074	121.9.66.246	22	tcp		0.225804	0.0	0.0	REJ			0	Sr	1	60	1	40		Benign	
1536227025.405301	C0nRwo3RQDXvlKP7Rh	192.168.100.111	18344	41.39.93.38	52869	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	DDoS
1545403546.201004	CZYQGLwwD4nALqkVe	192.168.1.196	46162	123.133.109.178	23	tcp					S0			0	S	1	60	0	0		Benign	
1545336792.539019	CbnUxkm4YUaV9FfT7	192.168.1.197	43746	212.131.35.24	80	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1533054301.471811	Cgq5Ub20SEYh5CK7h2	192.168.100.113	123	81.2.254.224	123	udp		0.006487	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1536227035.499741	CpkZ7LMYajB7x6okb	192.168.100.111	18088	147.234.74.238	8080	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1545395867.417106	C6VYzX25bKQNCq6Mag	192.168.1.198	36097	176.170.21.216	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1532525332.000058	C6p2II3rSa88CnNrDd	192.168.100.111	64211	104.176.88.155	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403544.196378	CLQT4X2OszXwg0g4sb	192.168.1.196	40180	162.119.69.45	23	tcp		3.124732	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1532101340.85227	Cc0POU3Dhoo2vOAukh	192.168.100.108	5526	90.132.251.124	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1533094144.474239	CJViFE4REoIpilErHb	192.168.100.113	123	147.231.100.5	123	udp		0.001741	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1532525332.000805	CJQDXj4zQz5I4eaku	192.168.100.111	33146	86.4.150.44	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1532101357.382845	CDd7G920jHBdSreAz3	192.168.100.108	5526	152.33.41.119	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525886290.012297	CtGNYWAMJ1iBeTddk	192.168.100.103	44769	108.73.219.137	8080	tcp		2.998546	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1533104582.474246	CNPuqxAKgrh4ytmrk	192.168.100.113	123	147.251.48.140	123	udp		0.004996	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1526768411.966842	CIAdxV20KFgRikRqQh	192.168.2.5	123	31.31.74.35	123	udp		0.106896	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1538624171.686615	C6oxcP1Ztt0i86MuTb	192.168.100.113	48321	192.168.100.1	53	udp	dns	5.00515	78.0	0.0	S0			0	D	2	134	0	0		Benign	
1532101439.279404	C9gMLM1ai5OoYNivud	192.168.100.108	5526	109.71.67.113	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545336800.616406	C1o0Kt140oZjXVSOO2	192.168.1.197	38114	164.141.61.121	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545395861.359831	CkOhqW2lFkBPGJ6cB5	192.168.1.198	36097	149.174.52.227	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1526756950.96072	ChBJOd4Gkr32KXitg8	192.168.2.5	123	37.157.198.150	123	udp		0.014242	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1532525410.000969	CpiWfx26J9jrIrQUf3	192.168.100.111	64861	205.238.188.94	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403517.641024	CHQo8YUcVJQJmDFml	192.168.1.196	34816	58.121.145.195	23	tcp					S0			0	S	1	60	0	0		Benign	
1536227032.461461	CyYtt62Geluy9rqnEb	192.168.100.111	18344	156.84.7.98	52869	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	DDoS
1545336806.687685	CM45Te4p8hhSKjxX93	192.168.1.197	38114	162.35.127.227	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525884889.013772	CCPSDg32cvYRn3seGe	192.168.100.103	43763	201.193.234.8	62419	udp					S0			0	D	1	40	0	0		Benign	
1545403467.400925	Ch5yjaE9cfNPexX61	192.168.1.196	33406	215.190.169.163	23	tcp					S0			0	S	1	60	0	0		Benign	
1525883834.003405	CluAqW2UTBj5lJNf98	192.168.100.103	43763	164.98.148.200	16612	udp					S0			0	D	1	40	0	0		Benign	
1525881238.018609	ClnZCZ2zs06u2T3Ug2	192.168.100.103	51174	223.232.31.97	23	tcp		2.99857	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1538550507.551015	CmSUP04YXx9aAkSw09	192.168.100.103	123	217.30.75.147	123	udp		0.002745	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1532101381.274976	CV1VZj1rnxZcaSmBW4	192.168.100.108	5526	61.185.194.255	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144766.209483	CnfazN2h65f4q9ZCdg	192.168.1.198	24104	150.133.208.109	23	tcp					S0			0	S	1	40	0	0		Benign	
1525882061.019731	CKeoIL0xu6dr9LU6g	192.168.100.103	43763	208.209.34.200	1204	udp					S0			0	D	1	40	0	0		Benign	
1545403626.929249	CRFTnyfh5LfEkIW2a	192.168.1.196	36250	203.124.232.137	23	tcp					S0			0	S	1	60	0	0		Benign	
1538534917.550741	C5zNNT33RKN97Ozpii	192.168.100.103	123	217.30.75.147	123	udp		0.090949	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1533054169.376989	COcqeF3cPPQQ0NRaPh	192.168.100.113	43680	178.128.185.250	50	tcp		3.114727	0.0	0.0	S0			0	S	3	180	0	0		Malicious	C&C
1545336818.832248	CwsoHZ1Pabp1BzU1Y8	192.168.1.197	43746	75.150.48.58	8080	tcp					S0			0	S	1	40	0	0		Benign	
1526765415.533024	Cx08aF2iORlDhRNgPi	192.168.2.5	49908	69.50.212.20	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1525884423.004784	CwrDGzA3qKLqWVf83	192.168.100.103	58840	91.19.108.39	23	tcp		3.008789	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1532525404.005626	COpnun4pj6D3GD96R	192.168.100.111	6997	58.93.147.11	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525880241.017391	C1tWL43zdRXgmXE8Eb	192.168.100.103	43763	10.155.83.117	16429	udp					S0			0	D	1	40	0	0		Benign	
1532101415.462482	CxhOtd2iBerQgxX8E8	192.168.100.108	5526	121.229.230.155	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525885364.012432	CXEuhc13ZpxwnNktCd	192.168.100.103	48470	124.242.233.66	2323	tcp		2.998785	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1532525397.00336	CjNtLk1hdSZhGaMBt8	192.168.100.111	41065	105.81.115.55	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547127978.497545	CojG4fyRvX6o78Jd1	192.168.1.197	51300	192.168.1.1	53	udp	dns	0.002005	29.0	45.0	SF			0	Dd	1	57	1	73		Benign	
1545395898.67319	ChJFhx4q0TnpUqI1C6	192.168.1.198	36097	77.172.37.43	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1533085297.475032	CMvSlD1Cw3UZ8wF91e	192.168.100.113	123	147.231.100.5	123	udp		0.001746	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1545403528.173295	Cepu522ZVlp9crqRg	192.168.1.196	32914	240.158.232.186	23	tcp		3.147678	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1547144775.505428	CEFFRm1E0Wwuj5UAdk	192.168.1.198	24104	112.166.29.226	23	tcp					S0			0	S	1	40	0	0		Benign	
1545403450.593759	CsfHEt3CzzTtysegjj	192.168.1.196	53618	192.116.66.90	23	tcp		3.128483	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1532525453.002769	CeTBDt43VhAWiPYV2a	192.168.100.111	4450	96.255.208.239	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1532101461.07073	CK1CE61asmG9jgLAk7	192.168.100.108	5526	25.224.3.71	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1538527834.550035	CdeuIJ3SRltXkjlWz6	192.168.100.103	123	217.30.75.147	123	udp		0.00249	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1538559661.691827	Cj3hIx4qoPeJlkVQ3	192.168.100.103	58220	192.168.100.1	53	udp	dns				S0			0	D	1	67	0	0		Benign	
1545336815.788486	C73FCP1nR5Co7TXas5	192.168.1.197	43746	212.227.156.57	80	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545395863.37693	CNHuq02oO8qIjfok92	192.168.1.198	36097	66.208.68.204	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1533116991.470901	C3lkCcFuWUjymdNP4	192.168.100.113	123	147.231.100.5	123	udp		0.001743	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1538560016.549301	CErQE01vJEKzdAVZAa	192.168.100.103	123	81.2.254.224	123	udp					S0			0	D	1	76	0	0		Benign	
1545403511.73514	Ck0zJuJLJz8FMdD8e	192.168.1.196	35656	130.63.148.119	23	tcp		3.108019	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1536227034.481061	Ctrf4hmooYX3oGk53	192.168.100.111	17576	25.212.144.198	8081	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1525880271.00774	CWGcaNIEaYWNcQCv9	192.168.100.103	43763	214.217.28.88	3922	udp					S0			0	D	1	40	0	0		Benign	
1547150345.009872	Crl07F1dkiCU4zaq1i	192.168.1.197	123	81.2.254.224	123	udp		0.005244	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1547128993.074303	CnsohW29J4hyS5x8ej	192.168.1.197	51454	185.244.25.183	4975	tcp		3.128977	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1525885964.020828	CSHFnrx5rZ1XAnNsj	192.168.100.103	49424	190.114.212.230	2323	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1532524844.02329	CBF7jf2oHl49OIZekc	192.168.100.111	29930	87.121.69.18	28612	udp		0.051455	103.0	289.0	SF			0	Dd	1	131	1	317		Benign	
1545336810.729122	CT5QfP160woYbqUXB2	192.168.1.197	43746	44.150.96.173	80	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403531.691516	CkNRRq3zKQ24cwrv5b	192.168.1.196	46968	63.73.49.118	23	tcp		3.149698	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1545395875.478989	C02F9x1PhL81AqJNg4	192.168.1.198	36097	20.86.74.176	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545395815.976129	CRzz0A3qjAHATPrRw5	192.168.1.198	36097	216.167.155.44	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144778.567694	CIZMuC12PHARhjJq91	192.168.1.198	24104	109.212.150.43	23	tcp					S0			0	S	1	40	0	0		Benign	
1532525338.999331	C4Qb4z44vOomMn1gYa	192.168.100.111	48368	134.156.186.30	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1536227028.439277	Citx57M9ezEHMuj68	192.168.100.111	18088	212.161.165.99	80	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1525885189.011698	CfATes42UZ1IyV6GQk	192.168.100.103	43763	184.39.255.19	2736	udp					S0			0	D	1	40	0	0		Benign	
1545403497.259405	CXD4Q8XZCxtmED1Qf	192.168.1.196	48742	170.229.233.208	23	tcp		3.101981	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1537536218.289602	C7hcaT28DBziQ6aVjd	192.168.2.3	49912	176.32.98.203	80	tcp	http	0.252344	135.0	238.0	SF			0	ShADafF	4	315	4	406		benign	
1547130115.083985	CdOKSr1KeIrGEKW7K5	192.168.1.197	51962	185.244.25.183	4975	tcp					S0			0	S	1	60	0	0		Benign	
1545336811.714061	CR4iV23GyMRvAhJ56a	192.168.1.197	44002	197.112.186.154	52869	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1537523554.108827	CIKnJb4EmQL9QDiR8k	192.168.2.3	33413	13.32.118.129	443	tcp	ssl	0.273075	684.0	72877.0	RSTO			0	ShADadRRR	54	3068	56	75797		benign	
1545403480.970935	C2U3X728TF4552PWtb	192.168.1.196	39990	152.98.171.164	23	tcp		3.151216	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1525882399.021893	Cp588e3cKzWBjxz0of	192.168.100.103	43763	12.221.207.18	31993	udp					S0			0	D	1	40	0	0		Benign	
1536227041.561229	CfFroe14GDxV3HbZQ6	192.168.100.111	18088	209.169.147.88	80	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1525885291.011228	C685Kq9q79dvPk1da	192.168.100.103	33905	165.209.240.7	23	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1537529904.283055	CRCP702Sai1eXLEis	192.168.2.3	44635	192.168.2.1	53	udp	dns	0.010835	37.0	53.0	SF			0	Dd	1	65	1	81		benign	
1536227039.544138	CmeMyW32SoVz0FzTtl	192.168.100.111	17832	41.89.97.135	37215	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	Okiru
1547144768.291807	CplDVoBH2FsVo5gj1	192.168.1.198	24104	13.71.31.156	23	tcp					S0			0	S	1	40	0	0		Benign	
1545403465.717384	CVBJun3GjheLP9zXAe	192.168.1.196	35446	64.145.135.115	23	tcp		3.124489	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1525881573.0181	CXvVsY3HzdEhHXtA01	192.168.100.103	43763	23.97.222.52	14173	udp					S0			0	D	1	40	0	0		Benign	
1545395911.782674	CksXDgKUtS3qJX7id	192.168.1.198	36097	168.115.151.155	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545395836.15155	CLgMG63rB9DuAXrJx	192.168.1.198	36097	112.160.159.124	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1532525362.001258	CiqcF91dTRKRED18P7	192.168.100.111	15887	52.116.118.170	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403503.643789	CrWbDn1IEfRWJGUBx6	192.168.1.196	37172	95.19.55.45	23	tcp					S0			0	S	1	60	0	0		Benign	
1545395930.947691	CUv25z1RWX4QbLoxNj	192.168.1.198	36097	131.185.70.152	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545403488.761502	CV29Gp2RBK7CTK1gmi	192.168.1.196	33642	173.196.120.145	23	tcp					S0			0	S	1	60	0	0		Benign	
1547144771.405518	CAwOWsvdxdYRsrslj	192.168.1.198	24104	172.151.4.196	23	tcp					S0			0	S	1	40	0	0		Benign	
1532101436.185917	CRFNjH13lpmSQWuB76	192.168.100.108	5526	103.54.248.158	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144770.37412	C3mw7b4CIMSf0DIJrb	192.168.1.198	24104	85.205.170.221	23	tcp					S0			0	S	1	40	0	0		Benign	
1525881609.017946	C2THGyxrWmo3xOKs5	192.168.100.103	43763	68.103.110.54	57068	udp					S0			0	D	1	40	0	0		Benign	
1545403488.20683	C1mbcm3SWrWKVtHokf	192.168.1.196	58960	192.138.211.204	23	tcp					S0			0	S	1	60	0	0		Benign	
1545336818.782038	CJ8J5j49KsSpXkxAw7	192.168.1.197	44002	41.99.154.90	52869	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547133508.616033	CMLzd45eRQpit9rYg	192.168.1.197	49683	192.168.1.1	53	udp	dns	0.000499	29.0	45.0	SF			0	Dd	1	57	1	73		Benign	
1532101358.44274	C4k7Of1QP39CRfK2sc	192.168.100.108	5526	144.13.34.206	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525884530.014166	C97ihK12HVPaLIwn05	192.168.100.103	43763	142.239.75.212	51984	udp					S0			0	D	1	40	0	0		Benign	
1525884031.004005	CZAgwo1nItHehPHswd	192.168.100.103	42537	168.209.138.146	2323	tcp		2.999288	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1545395940.024234	CxgmGA4YtIPFfpgWWj	192.168.1.198	36097	103.11.113.124	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1532525456.005558	CvRaHq3w9kh9iMPIAh	192.168.100.111	52488	212.114.171.162	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403473.403001	CMFDBg4XUgUcsD8GSl	192.168.1.196	48466	121.155.223.157	23	tcp					S0			0	S	1	60	0	0		Benign	
1545336806.686681	Cinki21PukFgyVcgE5	192.168.1.197	38114	203.226.45.50	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525884853.322379	CfTNSC3vDUf5ESYQE	144.68.90.250	3	192.168.100.103	3	icmp					OTH			0		1	68	0	0		Benign	
1525880059.006331	CuEjc93w8aeAz29ULe	192.168.100.103	43763	248.1.110.107	22796	udp					S0			0	D	1	40	0	0		Benign	
1526767879.166708	C25xvw2GY9iXNdqgDb	192.168.2.5	49541	69.227.95.42	22	tcp		2.998141	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1532101449.684971	CmBk6j2IHtTU7TwS49	192.168.100.108	5526	140.241.213.214	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545336793.561422	Cd0yA41b0f5oEG5d2l	192.168.1.197	38114	167.211.58.78	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525886049.011879	CeRCZA4QXAdxuZeERl	192.168.100.103	60254	207.119.250.87	23	tcp		2.998789	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1525882940.018516	Cvx5441S4w3KjpZs3a	192.168.100.103	43763	245.48.17.7	43892	udp					S0			0	D	1	40	0	0		Benign	
1532101379.17592	CzHv7qAczbqx1h1Hj	192.168.100.108	5526	175.250.153.218	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1533072695.29462	CnGJYc17La3mYNA9o	192.168.100.113	44604	178.128.185.250	50	tcp					S0			0	S	1	60	0	0		Malicious	C&C
1545336791.542077	CBZPm349zbYTIeAkG5	192.168.1.197	38114	47.255.206.3	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525879840.005693	ChMpPQ1zUFuNoKjH29	192.168.100.103	43763	237.97.116.40	25098	udp					S0			0	D	1	40	0	0		Benign	
1547144765.201818	CNp3zH16646eOB86Sc	192.168.1.198	24104	78.143.67.12	23	tcp					S0			0	S	1	40	0	0		Benign	
1532101395.773957	CQ5p3t45zdbLPvHJHc	192.168.100.108	5526	36.30.149.246	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144768.304545	CxsvGH3pcbQExKsk16	192.168.1.198	24104	82.221.9.104	23	tcp					S0			0	S	1	40	0	0		Benign	
1538634378.682386	C3hj3j4j41Pl6pyURf	192.168.100.113	55741	192.168.100.1	53	udp	dns	5.005155	78.0	0.0	S0			0	D	2	134	0	0		Benign	
1547127723.378064	CRBCud1sI1uGmjuDkb	192.168.1.197	41265	192.168.1.1	53	udp	dns	0.000749	29.0	45.0	SF			0	Dd	1	57	1	73		Benign	
1545403523.641105	Clundx22zX7Sg7EYF6	192.168.1.196	32864	101.52.41.15	23	tcp					S0			0	S	1	60	0	0		Benign	
1562160292.338219	C4lfT92TdIOeiebVU	0.0.0.0	68	255.255.255.255	67	udp	dhcp	9.399944	7428.0	0.0	S0			0	D	24	8100	0	0		benign	
1526767926.224947	CSoCQD1qvNJcvM5DNb	192.168.2.5	57378	69.7.140.229	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1547144773.455863	CS9edHBYQBPAM6u7j	192.168.1.198	24104	148.25.176.174	23	tcp					S0			0	S	1	40	0	0		Benign	
1525885825.012096	Cn562KWSNzUMpwiA8	192.168.100.103	51817	117.181.81.36	23	tcp		2.998541	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1545336801.615825	CNldQL2mLgjbOAWS43	192.168.1.197	38370	156.34.176.219	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545403450.711943	C25I1UT7dDsC3qZog	192.168.1.196	51022	193.114.213.131	23	tcp		3.098988	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1525881723.018051	CQnYSDZvRuR413LNa	192.168.100.103	43123	116.199.27.148	23	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1533094534.474402	COYYOl4P6wJQrXPBXc	192.168.100.113	123	147.231.100.5	123	udp		0.001738	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1526760200.26126	CJjsVq4WCAcznGjQ68	192.168.2.5	53140	121.107.62.251	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1532101428.933053	CRFRaDcolh9GJIlti	192.168.100.108	5526	50.167.35.52	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545395905.733383	CeVQTo14ACS7NBMcof	192.168.1.198	36097	41.136.63.46	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525884484.8591	CbXD082I2gQDa93Vc4	192.168.100.103	123	147.231.100.5	123	udp		0.001246	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1532101352.228533	CijACF22obxCBb5xt5	192.168.100.108	5526	166.103.253.216	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1536227045.591153	CT5j62ddwOWVjfv8g	192.168.100.111	18088	212.4.149.208	8080	tcp		5e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1532525375.005114	CBX0JJ1kKbHCqwTYG8	192.168.100.111	29693	203.156.152.41	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545336792.538009	CxqnTx4t3S6217GqQ9	192.168.1.197	43746	212.136.194.75	80	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525883559.043681	CKJ9W53mKkYhkq9Gl9	192.168.100.103	49543	75.117.184.129	9527	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1526759218.812756	CCJtF04RhpX5gnWIoa	192.168.2.5	42417	121.170.48.171	22	tcp		2.996789	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1545395897.666009	CkHPvF2ogEXCbcndmj	192.168.1.198	36097	178.56.93.81	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545403450.727446	CZI5zuO8vwauExqh1	192.168.1.196	45916	24.18.157.88	23	tcp		3.155687	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1526759329.788977	CzrWId3gGe4I0RkG8j	192.168.2.5	41230	200.168.87.203	59353	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1547144766.233486	CgPAsy2sd95WnV5IRh	192.168.1.198	24104	143.160.108.68	23	tcp					S0			0	S	1	40	0	0		Benign	
1545395856.323479	CZnI1U19psEReUYgh	192.168.1.198	36097	87.127.210.22	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144777.549784	Cn0Fkk1LG1zC63WTz6	192.168.1.198	24104	118.64.207.192	23	tcp					S0			0	S	1	40	0	0		Benign	
