ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	label	detailed-label
1536227023.385187	CbUWUh4MtdZeNix2O4	192.168.100.111	17576	37.215.90.143	8081	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1538601075.661476	CIWKwj0bwTe6cHLLk	192.168.100.113	51450	192.168.100.1	53	udp	dns	5.005155	78.0	0.0	S0			0	D	2	134	0	0		Benign	
1532101357.392092	CiCm2D18P6DcZ3INi8	192.168.100.108	5526	219.186.193.74	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144765.171838	CPa0KrXNgzdn3qyLc	192.168.1.198	24104	76.17.53.249	23	tcp					S0			0	S	1	40	0	0		Benign	
1525886323.002004	CfCo8R1fAnTB3iCyi7	192.168.100.103	50626	133.20.19.172	2323	tcp		2.998792	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1545336791.543073	CoZCD03C9e48QCQdua	192.168.1.197	38114	188.232.68.93	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525886221.012108	CHuNAOy7sZOxN4o0d	192.168.100.103	41321	174.147.44.109	8080	tcp		2.998791	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1538583643.658728	Cwji7H3jFLHwjddxy9	192.168.100.113	123	213.199.225.40	123	udp		0.038965	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1537529560.858831	CUkRZO1jZYPitOY4Sj	192.168.2.3	36195	72.21.192.213	123	udp					S0			0	D	1	76	0	0		benign	
1545403457.889361	CNuPASSH4Ga8esh63	192.168.1.196	56756	154.118.167.179	23	tcp					S0			0	S	1	60	0	0		Benign	
1545395889.596638	Cji7OF1Ke6VQV8Acc9	192.168.1.198	36097	193.38.105.174	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525881544.863078	CEacBWFthCnxdbZ2b	192.168.100.103	123	147.231.100.5	123	udp		0.000996	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1532525396.005919	CqexL04WfPD3IZ0f58	192.168.100.111	36781	8.88.54.62	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525886275.012342	CsevMj2oYRNHtd2bKl	192.168.100.103	58475	39.233.162.65	23	tcp		2.998543	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1536227052.662839	Cuo7MC7Hc9fOXJ4Tl	192.168.100.111	17832	156.219.122.205	37215	tcp		5e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	Okiru
1545403442.458149	CWvPuW1IW4xaqmzZ73	192.168.1.196	51818	129.129.129.129	23	tcp					S0			0	S	1	60	0	0		Benign	
1536227041.542244	CRonzr4Zs47m9lTYi1	192.168.100.111	18344	156.149.208.185	52869	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	DDoS
1547139661.006603	C6xQeF1NOcXHSC8nni	192.168.1.197	123	147.231.100.5	123	udp		0.001743	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1532101446.548759	C5ssrVts208elIyW4	192.168.100.108	5526	84.160.14.0	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1538558738.565758	CjQho73n3mrRUqZOT1	192.168.100.103	47475	192.168.100.1	53	udp	dns	5.005148	78.0	0.0	S0			0	D	2	134	0	0		Benign	
1532525337.999401	CHDA7XQkR5spAgeL5	192.168.100.111	28748	209.128.247.193	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547127811.449736	CaJhNFftpR08oPlBj	192.168.1.197	51461	192.168.1.1	53	udp	dns	0.010491	29.0	45.0	SF			0	Dd	1	57	1	73		Benign	
1537530204.578951	CX2Q8x4PUn3RpAU4M	0.0.0.0	68	255.255.255.255	67	udp	dhcp	59.603969	3000.0	0.0	S0			0	D	10	3280	0	0		benign	
1526765630.862055	ClRdyT2tyq9bPdvVc8	192.168.2.5	44215	69.183.74.69	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1545403488.682044	CZwDec3KDAfMZAnK7d	192.168.1.196	49132	204.201.84.126	23	tcp					S0			0	S	1	60	0	0		Benign	
1538601685.661702	Cm0ZMMpmIbGbJrjc2	192.168.100.113	123	213.199.225.40	123	udp					S0			0	D	1	76	0	0		Benign	
1545336797.581891	CahCkg1xZK8Cw2se8c	192.168.1.197	38370	156.73.14.200	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545395836.147797	CrMpJE4vte8GZaFRjf	192.168.1.198	36097	74.169.110.14	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525882762.012348	CG6Axw3IWtdjPN01P8	192.168.100.103	43763	163.1.180.193	14377	udp					S0			0	D	1	40	0	0		Benign	
1545336810.703384	CTXp4r3wxRXUBwVKFk	192.168.1.197	38370	41.120.225.246	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525880596.019804	Cq8UOglgm8bjFFMYf	192.168.100.103	43763	25.244.127.76	21736	udp					S0			0	D	1	40	0	0		Benign	
1525883633.00405	CU9fiQ2PHsnGhOKUed	192.168.100.103	43763	227.22.27.5	47612	udp					S0			0	D	1	40	0	0		Benign	
1547144778.562446	C8kLQx4eq1qo1Y6ow1	192.168.1.198	24104	67.231.195.102	23	tcp					S0			0	S	1	40	0	0		Benign	
1533123695.501107	CCUxi830JlYlJaIdc2	192.168.100.113	37972	128.185.250.50	50	tcp		3.153949	0.0	0.0	S0			0	S	3	180	0	0		Malicious	C&C
1545403518.922317	Ctu62MYyVOCQdawUa	192.168.1.196	40506	214.231.193.107	23	tcp					S0			0	S	1	60	0	0		Benign	
1547132871.021911	CyfI8r2mV5bhpVXnG4	192.168.1.197	53188	185.244.25.183	4975	tcp		3.105737	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1532101461.071229	CkLNRa1p5JMVjcO4ph	192.168.100.108	5526	219.218.192.251	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1532101360.495571	CjuRCSXjWafx1p2o4	192.168.100.108	5526	17.186.3.157	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1533125589.054537	CrjbNH1TT5SaXIwaLf	192.168.100.113	47248	178.128.185.250	50	tcp					S0			0	S	1	60	0	0		Malicious	C&C
1545403472.762642	CvOeE74oIg7jIzub9k	192.168.1.196	47230	178.217.156.139	23	tcp					S0			0	S	1	60	0	0		Benign	
1532525476.007432	Cwa54L1lAVUoE3Tqka	192.168.100.111	2300	136.133.31.220	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1532101371.957786	CoqVBy3PUcajhTh5dg	192.168.100.108	5526	187.228.214.180	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545395929.937014	C9WX7Y1NCLgaHginN2	192.168.1.198	36097	86.210.10.135	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545336800.609153	CfGbvi4Qxj1VARDcYe	192.168.1.197	38370	41.19.8.1	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545403503.801937	C2273i3pQFpHW8SKF1	192.168.1.196	46504	193.117.153.143	23	tcp					S0			0	S	1	60	0	0		Benign	
1532101362.562394	Cw7Ri68DtYDBxOtr9	192.168.100.108	5526	140.42.199.10	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144775.498449	CPgUJeUouS5VjMMHb	192.168.1.198	24104	148.75.210.158	23	tcp					S0			0	S	1	40	0	0		Benign	
1533106925.474454	CrzeZS1EXS2HV0Cw4	192.168.100.113	123	147.231.100.5	123	udp		0.001745	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1537535821.189505	Cht1ho3T94uStTEXMk	fe80::80e6:50ff:fe12:1464	5353	ff02::fb	5353	udp	dns	7.005426	804.0	0.0	S0			0	D	4	996	0	0		benign	
1547144767.26514	CBAvcj169NBCASTWeg	192.168.1.198	24104	138.70.93.151	23	tcp					S0			0	S	1	40	0	0		Benign	
1525884471.014474	CcQZXQ3eE3OmeA63O5	192.168.100.103	43763	253.234.1.25	62945	udp					S0			0	D	1	40	0	0		Benign	
1547144769.323474	CkztId4qvoX3fxHjsc	192.168.1.198	24104	120.42.115.163	23	tcp					S0			0	S	1	40	0	0		Benign	
1525886888.011942	CgCOxn37yn2Zfl3H9h	192.168.100.103	43763	75.157.144.23	63793	udp					S0			0	D	1	40	0	0		Benign	
1532101363.608296	CQ12Qe1Xt9mniihJza	192.168.100.108	5526	193.131.49.146	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525885650.046443	Cwwxva4WOMf628zIO4	78.48.11.4	3	192.168.100.103	13	icmp					OTH			0		1	56	0	0		Benign	
1545403527.775509	Cr64P93EGzgJp5iTRf	192.168.1.196	40120	188.106.180.134	23	tcp		3.146446	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1545403442.441421	C8ETWj307p3HFSouki	192.168.1.196	33234	202.241.249.246	23	tcp					S0			0	S	1	60	0	0		Benign	
1545403527.706532	CDtch81GXd5jyMty1c	192.168.1.196	38480	96.14.88.42	23	tcp		3.135218	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1525886750.002545	C2quCY3vWrGeDhNDU	192.168.100.103	47147	221.52.175.116	9527	tcp		2.998795	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1545457311.214468	C6xx3k4cCbxKgI4ATa	192.168.1.195	53460	185.244.25.235	6667	tcp		3.126712	0.0	0.0	S0			0	S	3	180	0	0		Malicious	C&C
1545403473.403269	CeJxt6KYcH7cdNuB1	192.168.1.196	38756	108.142.210.144	23	tcp					S0			0	S	1	60	0	0		Benign	
1547130677.87099	CjCoPj1VqmBUoljZbc	192.168.1.197	51126	192.168.1.1	53	udp	dns	0.000499	29.0	45.0	SF			0	Dd	1	57	1	73		Benign	
1525886127.001427	CY5APj3ylvQzSeO1y3	192.168.100.103	43763	228.220.17.7	43692	udp					S0			0	D	1	40	0	0		Benign	
1532101365.70535	C7BnhzAij5YF9XOu	192.168.100.108	5526	220.133.238.207	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545461375.600659	CDcYyf1p1JJUjtaeq9	192.168.1.195	34066	192.168.1.1	53	udp	dns	5.072124	78.0	103.0	SF			0	Dd	2	134	1	131		Benign	
1526760908.323417	CIkI2L2Gigz7pj2Nm	192.168.2.5	57135	121.150.213.172	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1532101440.333053	CbLBly4fygKr9DLtw7	192.168.100.108	5526	195.136.213.67	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545336814.782811	CTR2Yi17sK88QOTDa1	192.168.1.197	43746	212.206.52.238	80	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1532101395.789448	CnRIMQ3RfxTjCsPUt	192.168.100.108	5526	121.17.90.194	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525882402.051207	Cfq5di4wuYlMntTJf3	192.168.100.103	54396	112.154.170.10	48202	tcp					S0			0	S	1	60	0	0		Benign	
1547144779.580864	C7IW094PN5gyFGKzYb	192.168.1.198	24104	197.31.146.59	23	tcp					S0			0	S	1	40	0	0		Benign	
1545403527.763748	C9r0083Jnq3rGe8xJ3	192.168.1.196	53000	168.86.160.114	23	tcp		3.15747	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1532525427.005049	Cmp9QL18qd9rG0Girk	192.168.100.111	28828	173.172.164.211	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403480.970192	CVLVev3qSwDmNsAdOe	192.168.1.196	42762	146.92.165.158	23	tcp		3.151709	0.0	0.0	S0			0	S	3	180	0	0		Benign	
1532525363.001947	C1gYtn2GFqr2GI3urb	192.168.100.111	9756	49.157.147.86	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547144776.526118	CC1Ek71mftjceKOlXj	192.168.1.198	24104	131.5.197.173	23	tcp					S0			0	S	1	40	0	0		Benign	
1545336817.775116	CNZt5b3pQxfiBOZ2A1	192.168.1.197	44002	41.68.202.70	52869	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547144775.505438	CZTjjI1r1SIMjKFRI9	192.168.1.198	24104	155.251.223.136	23	tcp					S0			0	S	1	40	0	0		Benign	
1532523889.038361	CE13CkOPHifDHYAH6	192.168.100.111	29930	185.45.195.186	28159	udp		17.012029	212.0	341.0	SF			0	Dd	2	268	1	369		Benign	
1533094393.848182	CZ3GcK1oZlENe0ynng	192.168.100.113	36508	128.185.250.50	50	tcp		3.125966	0.0	0.0	S0			0	S	3	180	0	0		Malicious	C&C
1536227029.44096	CFhok72UPQdK9piMj	192.168.100.111	17576	154.212.82.176	8081	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1545403503.64403	ColOQA2fYXOk8KNfJ8	192.168.1.196	33996	89.13.49.39	23	tcp					S0			0	S	1	60	0	0		Benign	
1532525429.003158	Ccqe524TUnFnZzvjY1	192.168.100.111	50947	169.149.70.76	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1538598061.668787	CDuxCd4ejtZIIUuEK8	192.168.100.113	40252	192.168.100.1	53	udp	dns	0.000482	45.0	45.0	SF			0	Dd	1	73	1	73		Benign	
1532101428.917811	COcz5LhaKUuWt1Dse	192.168.100.108	5526	58.117.97.147	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1533058748.414866	CEX9pF2n9SYsoPZiA1	192.168.100.113	43908	178.128.185.250	50	tcp					S0			0	S	1	60	0	0		Malicious	C&C
1545395840.182482	CdPVNA3RB2hI9naImf	192.168.1.198	36097	198.10.89.5	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545395890.610311	CDnoWo4hCpypI4gil	192.168.1.198	36097	78.80.192.6	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1547144767.268139	C2uK2l2uye6CAqNank	192.168.1.198	24104	82.53.163.28	23	tcp					S0			0	S	1	40	0	0		Benign	
1538551553.55103	CAfL763YTaM21MFc1j	192.168.100.103	123	217.30.75.147	123	udp		0.002746	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1525880269.017115	ClMARoFYTsxu69Qxc	192.168.100.103	36074	179.38.194.88	23	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1547144778.567441	CyCEFi1TLDTvoSza05	192.168.1.198	24104	89.37.16.226	23	tcp					S0			0	S	1	40	0	0		Benign	
1526760481.674442	CVow6n2fPVCfHDVbi1	192.168.2.5	44353	121.42.173.37	22	tcp		0.399688	0.0	0.0	REJ			0	Sr	1	60	1	40		Benign	
1536227044.570022	CXUwb85HpslVrgpHl	192.168.100.111	17576	169.153.74.110	8081	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1526758699.050123	Cd9hRm2gpPzYYiRNwb	192.168.2.5	59732	121.120.193.237	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1532525424.006508	CnO7xw4Vun1ZSlxNYh	192.168.100.111	61093	163.131.255.215	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1526765641.881837	C6aGxY2DuOg2jO19v3	192.168.2.5	34974	69.187.204.114	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1545466979.345876	C7a4BK2YA29uqHPNM6	192.168.1.195	65279	123.59.209.185	80	tcp					OTH			0	C	0	0	0	0		Malicious	DDoS
1532101414.402837	CzUna9N2Ly4S2glk5	192.168.100.108	5526	189.156.58.59	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545336800.615651	CAkJCe25jJ7VHBm7Ll	192.168.1.197	38114	143.173.181.118	8081	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547144859.010282	C3IeljjS3DR0bVMaj	192.168.1.197	123	89.221.214.130	123	udp		0.004245	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1533073973.474639	CYFLNz3PdLWTRZEgYb	192.168.100.113	123	147.231.100.5	123	udp		0.002237	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1538627769.674882	CwKoCMkzZJqonL7Wc	192.168.100.113	123	89.221.214.130	123	udp					S0			0	D	1	76	0	0		Benign	
1545403529.08127	CgLW7g2iUBTFi8ygKc	192.168.1.196	34976	109.60.49.23	23	tcp					S0			0	S	1	60	0	0		Benign	
1547144776.517857	CchO4a1MFNz6dbDs34	192.168.1.198	24104	125.84.134.10	23	tcp					S0			0	S	1	40	0	0		Benign	
1525883378.014853	Cr7CxH1A4iChTss8k1	192.168.100.103	43763	71.103.255.239	45829	udp					S0			0	D	1	40	0	0		Benign	
1545403442.445669	C3xidN29RKBo1DQnnd	192.168.1.196	45672	64.103.111.108	23	tcp					S0			0	S	1	60	0	0		Benign	
1525879984.045492	CZHACg1ZeorbaeaL92	192.168.100.103	59428	110.47.17.188	52448	tcp					S0			0	S	1	60	0	0		Benign	
1536227042.568923	CRhJNz3ZkLdRLMVSr2	192.168.100.111	17832	156.209.120.210	37215	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	Okiru
1536227035.488986	Cgu2Eo3f5sutnJgep2	192.168.100.111	18344	41.90.222.87	52869	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	DDoS
1532101411.320844	C8Q2Q61aGUUholnTz1	192.168.100.108	5526	145.112.88.43	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1545403488.362484	CS2hEJ17dPifx5NQy2	192.168.1.196	59740	55.57.64.165	23	tcp					S0			0	S	1	60	0	0		Benign	
1545403453.001137	CXqS5K3wWW7sTc77vi	192.168.1.196	43656	145.158.151.105	23	tcp					S0			0	S	1	60	0	0		Benign	
1532525464.003014	CrISHQ9OPk1WsvsJe	192.168.100.111	7208	195.155.31.165	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1545403488.763251	C2Wb4x2jSeOBlsBjof	192.168.1.196	46130	136.159.83.108	23	tcp					S0			0	S	1	60	0	0		Benign	
1525881519.009	C1h1l7e7sTcUSMB3a	192.168.100.103	45071	57.238.123.95	23	tcp		2.998567	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1533055617.611696	CJobMR3ZVRdYaHaPU3	192.168.100.113	43752	178.128.185.250	50	tcp					S0			0	S	1	60	0	0		Malicious	C&C
1525886114.001587	ClITjs4RktztPm2v5k	192.168.100.103	43763	154.0.32.142	36180	udp					S0			0	D	1	40	0	0		Benign	
1532101437.220079	CnF9rh1EBl89LBxNlh	192.168.100.108	5526	219.241.175.240	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1525887192.042675	C03OMMvJv8YLD4rJ	192.168.100.103	42837	17.152.130.226	8080	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1536227044.570258	CPkqmJHyAO6LJiLv6	192.168.100.111	17576	53.60.234.69	8081	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1525880310.027255	CYtjM64DUPWZ87hyK1	192.168.100.103	60316	66.214.222.113	23	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1533068507.054458	CXi2sA3wAvsgAKoxq8	192.168.100.113	44396	178.128.185.250	50	tcp					S0			0	S	1	60	0	0		Malicious	C&C
1525885620.011095	CsrYCH2eS8qatkV1Tb	192.168.100.103	43763	231.205.165.15	44215	udp					S0			0	D	1	40	0	0		Benign	
1532525391.002521	CfNJd61gDkRadcQvS	192.168.100.111	33260	20.187.120.235	81	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1547133321.390013	CDWeMj3cSWpfjpvHb7	192.168.1.197	53380	185.244.25.183	4975	tcp		2.146267	67.0	233.0	S3			0	ShAdDaf	8	499	7	605		Benign	
1536227028.441032	CKfFChwNm38FhE20h	192.168.100.111	18088	148.17.122.147	80	tcp		0.000226	0.0	0.0	S0			0	S	2	80	0	0		Malicious	PartOfAHorizontalPortScan
1526757403.153282	ChM30e1CLqv43F1mcl	192.168.2.5	52297	121.215.148.189	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1525885358.011867	CB1L6q2yt7mQIRPSFe	192.168.100.103	43763	171.90.156.142	57238	udp					S0			0	D	1	40	0	0		Benign	
1526765937.33224	C3mfKb1DpOpMSehnP2	192.168.2.5	59286	69.50.169.60	22	tcp					S0			0	S	1	60	0	0		Malicious	PartOfAHorizontalPortScan
1526771999.262024	CNn9Mr2Wen4SNXwvSa	192.168.2.5	55118	31.172.249.174	22	tcp		2.99703	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1525882141.010477	CAWnMU3M4RSh1WK3Ng	192.168.100.103	43763	102.89.110.226	21866	udp					S0			0	D	1	40	0	0		Benign	
1532525407.006172	CRa5dm3dekewme2JAf	192.168.100.111	45728	145.117.163.203	23	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1532101380.22782	CCrmy92zjiDBLWljhj	192.168.100.108	5526	71.162.8.103	37215	tcp					S0			0	S	1	40	0	0		Malicious	Okiru
1536227030.456111	Cs9M8B24fbadFTi9Pe	192.168.100.111	17832	197.109.124.143	37215	tcp		2e-06	0.0	0.0	S0			0	S	2	80	0	0		Malicious	Okiru
1545336797.587385	CiyzwXIFv5ayBLSFh	192.168.1.197	43746	212.201.30.54	80	tcp					S0			0	S	1	40	0	0		Malicious	PartOfAHorizontalPortScan
1525883463.015	CpgnmzBOlIdwgXTS6	192.168.100.103	55306	167.10.172.53	23	tcp		2.999034	0.0	0.0	S0			0	S	3	180	0	0		Malicious	PartOfAHorizontalPortScan
1525886612.371675	CNJPsB2uRtYBbFkmb9	60.215.236.137	3	192.168.100.103	3	icmp					OTH			0		1	68	0	0		Benign	
1533119739.474443	CfReaTm6ShplsnLVd	192.168.100.113	123	147.231.100.5	123	udp		0.001497	48.0	48.0	SF			0	Dd	1	76	1	76		Benign	
1547129515.876027	CLE9Bq4wb0G3uQQK5h	192.168.1.197	51698	185.244.25.183	4975	tcp		1.015428	52.0	124.0	RSTR			0	ShAdfDr	5	320	4	328		Benign	
